DATE,JDAY,TA,RN,ST
2018-07-12 09,193.375,29.1,-999,堡林
2018-07-12 10,193.416666666667,29.9,-999,堡林
2018-07-12 11,193.458333333333,30.6,-999,堡林
2018-07-12 12,193.5,31.1,-999,堡林
2018-07-12 13,193.541666666667,32.5,-999,堡林
2018-07-12 14,193.583333333333,32.2,-999,堡林
2018-07-12 15,193.625,33.5,-999,堡林
2018-07-12 16,193.666666666667,33.7,-999,堡林
2018-07-12 17,193.708333333333,33.6,-999,堡林
2018-07-12 18,193.75,32.5,-999,堡林
2018-07-12 19,193.791666666667,31.2,-999,堡林
2018-07-12 20,193.833333333333,29.6,-999,堡林
2018-07-12 21,193.875,28.9,-999,堡林
2018-07-12 22,193.916666666667,28.5,-999,堡林
2018-07-12 23,193.958333333333,27.8,-999,堡林
2018-07-13 00,194,27.2,-999,堡林
2018-07-13 01,194.041666666667,26.7,-999,堡林
2018-07-13 02,194.083333333333,26.4,-999,堡林
2018-07-13 03,194.125,25.9,-999,堡林
2018-07-13 04,194.166666666667,25.6,-999,堡林
2018-07-13 05,194.208333333333,25.6,-999,堡林
2018-07-13 06,194.25,25.5,-999,堡林
2018-07-13 07,194.291666666667,25.8,-999,堡林
2018-07-13 08,194.333333333333,26.7,-999,堡林
2018-07-13 09,194.375,27.5,-999,堡林
2018-07-13 10,194.416666666667,28.5,-999,堡林
2018-07-13 11,194.458333333333,29.7,-999,堡林
2018-07-13 12,194.5,31.4,-999,堡林
2018-07-13 13,194.541666666667,31.9,-999,堡林
2018-07-13 14,194.583333333333,32.7,-999,堡林
2018-07-13 15,194.625,31.6,-999,堡林
2018-07-13 16,194.666666666667,33.6,-999,堡林
2018-07-13 17,194.708333333333,33.8,-999,堡林
2018-07-13 18,194.75,31.5,-999,堡林
2018-07-13 19,194.791666666667,30.6,-999,堡林
2018-07-13 20,194.833333333333,29.4,-999,堡林
2018-07-13 21,194.875,28.7,-999,堡林
2018-07-13 22,194.916666666667,27.8,-999,堡林
2018-07-13 23,194.958333333333,27.4,-999,堡林
2018-07-14 00,195,26.4,-999,堡林
2018-07-14 01,195.041666666667,25.7,-999,堡林
2018-07-14 02,195.083333333333,25.3,-999,堡林
2018-07-14 03,195.125,25.2,-999,堡林
2018-07-14 04,195.166666666667,24.8,-999,堡林
2018-07-14 05,195.208333333333,24.8,-999,堡林
2018-07-14 06,195.25,24.9,-999,堡林
2018-07-14 07,195.291666666667,25.1,-999,堡林
2018-07-14 08,195.333333333333,26.2,-999,堡林
2018-07-14 09,195.375,27.9,-999,堡林
2018-07-14 10,195.416666666667,28.9,-999,堡林
2018-07-14 11,195.458333333333,30.6,-999,堡林
2018-07-14 12,195.5,31.5,-999,堡林
2018-07-14 13,195.541666666667,32.4,-999,堡林
2018-07-14 14,195.583333333333,33.7,-999,堡林
2018-07-14 15,195.625,34,-999,堡林
2018-07-14 16,195.666666666667,34,-999,堡林
2018-07-14 17,195.708333333333,32.4,-999,堡林
2018-07-14 18,195.75,32.1,-999,堡林
2018-07-14 19,195.791666666667,30.6,-999,堡林
2018-07-14 20,195.833333333333,29.3,-999,堡林
2018-07-14 21,195.875,28.2,-999,堡林
2018-07-14 22,195.916666666667,27.6,-999,堡林
2018-07-14 23,195.958333333333,26.8,-999,堡林
2018-07-15 00,196,26.6,-999,堡林
2018-07-15 01,196.041666666667,26.5,-999,堡林
2018-07-15 02,196.083333333333,26.2,-999,堡林
2018-07-15 03,196.125,25.8,-999,堡林
2018-07-15 04,196.166666666667,25.4,-999,堡林
2018-07-15 05,196.208333333333,24.8,-999,堡林
2018-07-15 06,196.25,24.9,-999,堡林
2018-07-15 07,196.291666666667,25.5,-999,堡林
2018-07-15 08,196.333333333333,27.5,-999,堡林
2018-07-15 09,196.375,28.5,-999,堡林
2018-07-15 10,196.416666666667,30.2,-999,堡林
2018-07-15 11,196.458333333333,31.7,-999,堡林
2018-07-15 12,196.5,32.3,-999,堡林
2018-07-15 13,196.541666666667,32.9,-999,堡林
2018-07-15 14,196.583333333333,35,-999,堡林
2018-07-15 15,196.625,35.4,-999,堡林
2018-07-15 16,196.666666666667,35.3,-999,堡林
2018-07-15 17,196.708333333333,34.7,-999,堡林
2018-07-15 18,196.75,33.3,-999,堡林
2018-07-15 19,196.791666666667,32,-999,堡林
2018-07-15 20,196.833333333333,29.9,-999,堡林
2018-07-15 21,196.875,28.8,-999,堡林
2018-07-15 22,196.916666666667,27.8,-999,堡林
2018-07-15 23,196.958333333333,27.2,-999,堡林
2018-07-16 00,197,26.6,-999,堡林
2018-07-16 01,197.041666666667,26.1,-999,堡林
2018-07-16 02,197.083333333333,25.5,-999,堡林
2018-07-16 03,197.125,25.2,-999,堡林
2018-07-16 04,197.166666666667,25.1,-999,堡林
2018-07-16 05,197.208333333333,24.7,-999,堡林
2018-07-16 06,197.25,24.6,-999,堡林
2018-07-16 07,197.291666666667,25.1,-999,堡林
2018-07-16 08,197.333333333333,26.8,-999,堡林
2018-07-16 09,197.375,29,-999,堡林
2018-07-16 10,197.416666666667,30,-999,堡林
2018-07-16 11,197.458333333333,32,-999,堡林
2018-07-16 12,197.5,32.8,-999,堡林
2018-07-16 13,197.541666666667,33.5,-999,堡林
2018-07-16 14,197.583333333333,34.4,-999,堡林
2018-07-16 15,197.625,34.5,-999,堡林
2018-07-16 16,197.666666666667,33.2,-999,堡林
2018-07-16 17,197.708333333333,32.8,-999,堡林
2018-07-16 18,197.75,31.4,-999,堡林
2018-07-16 19,197.791666666667,30.6,-999,堡林
2018-07-16 20,197.833333333333,29.2,-999,堡林
2018-07-16 21,197.875,28.3,-999,堡林
2018-07-16 22,197.916666666667,27.6,-999,堡林
2018-07-16 23,197.958333333333,27,-999,堡林
2018-07-17 00,198,26.8,-999,堡林
2018-07-17 01,198.041666666667,26.3,-999,堡林
2018-07-17 02,198.083333333333,25.5,-999,堡林
2018-07-17 03,198.125,25.4,-999,堡林
2018-07-17 04,198.166666666667,24.9,-999,堡林
2018-07-17 05,198.208333333333,24.9,-999,堡林
2018-07-17 06,198.25,24.6,-999,堡林
2018-07-17 07,198.291666666667,25.2,-999,堡林
2018-07-17 08,198.333333333333,26.9,-999,堡林
2018-07-17 09,198.375,28.4,-999,堡林
2018-07-17 10,198.416666666667,30.1,-999,堡林
2018-07-17 11,198.458333333333,31.4,-999,堡林
2018-07-17 12,198.5,32.7,-999,堡林
2018-07-17 13,198.541666666667,33.8,-999,堡林
2018-07-17 14,198.583333333333,34,-999,堡林
2018-07-17 15,198.625,34.8,-999,堡林
2018-07-17 16,198.666666666667,33.8,-999,堡林
2018-07-17 17,198.708333333333,33.4,-999,堡林
2018-07-17 18,198.75,31.8,-999,堡林
2018-07-17 19,198.791666666667,30.3,-999,堡林
2018-07-17 20,198.833333333333,29.2,-999,堡林
2018-07-17 21,198.875,28.7,-999,堡林
2018-07-17 22,198.916666666667,28.4,-999,堡林
2018-07-17 23,198.958333333333,28,-999,堡林
2018-07-18 00,199,27.2,-999,堡林
2018-07-18 01,199.041666666667,26.8,-999,堡林
2018-07-18 02,199.083333333333,27,-999,堡林
2018-07-18 03,199.125,26.2,-999,堡林
2018-07-18 04,199.166666666667,26.3,-999,堡林
2018-07-18 05,199.208333333333,26.1,-999,堡林
2018-07-18 06,199.25,25.4,-999,堡林
2018-07-18 07,199.291666666667,26.2,-999,堡林
2018-07-18 08,199.333333333333,27.2,-999,堡林
2018-07-18 09,199.375,29.2,-999,堡林
2018-07-18 10,199.416666666667,30.1,-999,堡林
2018-07-18 11,199.458333333333,30.6,-999,堡林
2018-07-18 12,199.5,32.2,-999,堡林
2018-07-18 13,199.541666666667,32.7,-999,堡林
2018-07-18 14,199.583333333333,32.4,-999,堡林
2018-07-18 15,199.625,32.7,-999,堡林
2018-07-18 16,199.666666666667,33.3,-999,堡林
2018-07-18 17,199.708333333333,33.8,-999,堡林
2018-07-18 18,199.75,32.7,-999,堡林
2018-07-18 19,199.791666666667,30.9,-999,堡林
2018-07-18 20,199.833333333333,29.5,-999,堡林
2018-07-18 21,199.875,28.7,-999,堡林
2018-07-18 22,199.916666666667,28.2,-999,堡林
2018-07-18 23,199.958333333333,27.6,-999,堡林
2018-07-19 00,200,27,-999,堡林
2018-07-19 01,200.041666666667,26.4,-999,堡林
2018-07-19 02,200.083333333333,26,-999,堡林
2018-07-19 03,200.125,25.8,-999,堡林
2018-07-19 04,200.166666666667,25.7,-999,堡林
2018-07-19 05,200.208333333333,25.3,-999,堡林
2018-07-19 06,200.25,25.4,-999,堡林
2018-07-19 07,200.291666666667,26.1,-999,堡林
2018-07-19 08,200.333333333333,27.7,-999,堡林
2018-07-19 09,200.375,29.8,-999,堡林
2018-07-19 10,200.416666666667,30.4,-999,堡林
2018-07-19 11,200.458333333333,31.6,-999,堡林
2018-07-19 12,200.5,32.5,-999,堡林
2018-07-19 13,200.541666666667,33.4,-999,堡林
2018-07-19 14,200.583333333333,33.3,-999,堡林
2018-07-19 15,200.625,33.9,-999,堡林
2018-07-19 16,200.666666666667,35,-999,堡林
2018-07-19 17,200.708333333333,32.5,-999,堡林
2018-07-19 18,200.75,32,-999,堡林
2018-07-19 19,200.791666666667,30.4,-999,堡林
2018-07-19 20,200.833333333333,29.3,-999,堡林
2018-07-19 21,200.875,28.7,-999,堡林
2018-07-19 22,200.916666666667,28.6,-999,堡林
2018-07-19 23,200.958333333333,28.1,-999,堡林
2018-07-20 00,201,27.5,-999,堡林
2018-07-20 01,201.041666666667,27.2,-999,堡林
2018-07-20 02,201.083333333333,26.5,-999,堡林
2018-07-20 03,201.125,26.1,-999,堡林
2018-07-20 04,201.166666666667,25.6,-999,堡林
2018-07-20 05,201.208333333333,25.4,-999,堡林
2018-07-20 06,201.25,24.8,-999,堡林
2018-07-20 07,201.291666666667,25.8,-999,堡林
2018-07-20 08,201.333333333333,27.6,-999,堡林
2018-07-20 09,201.375,29.3,-999,堡林
2018-07-20 10,201.416666666667,31.6,-999,堡林
2018-07-20 11,201.458333333333,33,-999,堡林
2018-07-20 12,201.5,34.1,-999,堡林
2018-07-20 13,201.541666666667,35.8,-999,堡林
2018-07-20 14,201.583333333333,36.3,-999,堡林
2018-07-20 15,201.625,36.6,-999,堡林
2018-07-20 16,201.666666666667,35.5,-999,堡林
2018-07-20 17,201.708333333333,35.9,-999,堡林
2018-07-20 18,201.75,35,-999,堡林
2018-07-20 19,201.791666666667,33.2,-999,堡林
2018-07-20 20,201.833333333333,31.9,-999,堡林
2018-07-20 21,201.875,31.1,-999,堡林
2018-07-20 22,201.916666666667,30,-999,堡林
2018-07-20 23,201.958333333333,29.4,-999,堡林
2018-07-21 00,202,29,-999,堡林
2018-07-21 01,202.041666666667,28.6,-999,堡林
2018-07-21 02,202.083333333333,28.3,-999,堡林
2018-07-21 03,202.125,27.8,-999,堡林
2018-07-21 04,202.166666666667,27.2,-999,堡林
2018-07-21 05,202.208333333333,26.6,-999,堡林
2018-07-21 06,202.25,26.7,-999,堡林
2018-07-21 07,202.291666666667,27.1,-999,堡林
2018-07-21 08,202.333333333333,28.8,-999,堡林
2018-07-21 09,202.375,30.1,-999,堡林
2018-07-21 10,202.416666666667,31.5,-999,堡林
2018-07-21 11,202.458333333333,31.8,-999,堡林
2018-07-21 12,202.5,32.9,-999,堡林
2018-07-21 13,202.541666666667,32.7,-999,堡林
2018-07-21 14,202.583333333333,33.2,-999,堡林
2018-07-21 15,202.625,33.2,-999,堡林
2018-07-21 16,202.666666666667,34.5,-999,堡林
2018-07-21 17,202.708333333333,34.6,-999,堡林
2018-07-21 18,202.75,33.4,-999,堡林
2018-07-21 19,202.791666666667,33,-999,堡林
2018-07-21 20,202.833333333333,31.9,-999,堡林
2018-07-21 21,202.875,30.7,-999,堡林
2018-07-21 22,202.916666666667,30.6,-999,堡林
2018-07-21 23,202.958333333333,29.7,-999,堡林
2018-07-22 00,203,28.9,-999,堡林
2018-07-22 01,203.041666666667,28.9,-999,堡林
2018-07-22 02,203.083333333333,28.1,-999,堡林
2018-07-22 03,203.125,27.9,-999,堡林
2018-07-22 04,203.166666666667,27.6,-999,堡林
2018-07-22 05,203.208333333333,27.2,-999,堡林
2018-07-22 06,203.25,27.8,-999,堡林
2018-07-22 07,203.291666666667,28.5,-999,堡林
2018-07-22 08,203.333333333333,29.4,-999,堡林
2018-07-22 09,203.375,30,-999,堡林
2018-07-22 10,203.416666666667,31,-999,堡林
2018-07-22 11,203.458333333333,30.8,-999,堡林
2018-07-22 12,203.5,30.8,-999,堡林
2018-07-22 13,203.541666666667,32.7,-999,堡林
2018-07-22 14,203.583333333333,31.9,-999,堡林
2018-07-22 15,203.625,32.6,-999,堡林
2018-07-22 16,203.666666666667,32.9,-999,堡林
2018-07-22 17,203.708333333333,31.5,-999,堡林
2018-07-22 18,203.75,30.7,-999,堡林
2018-07-22 19,203.791666666667,29.8,-999,堡林
2018-07-22 20,203.833333333333,29,-999,堡林
2018-07-22 21,203.875,28.3,-999,堡林
2018-07-22 22,203.916666666667,28.3,-999,堡林
2018-07-22 23,203.958333333333,28,-999,堡林
2018-07-23 00,204,27.5,-999,堡林
2018-07-23 01,204.041666666667,27.4,-999,堡林
2018-07-23 02,204.083333333333,26.9,-999,堡林
2018-07-23 03,204.125,26.6,-999,堡林
2018-07-23 04,204.166666666667,26.7,-999,堡林
2018-07-23 05,204.208333333333,26.2,-999,堡林
2018-07-23 06,204.25,26.3,-999,堡林
2018-07-23 07,204.291666666667,26.2,-999,堡林
2018-07-23 08,204.333333333333,26.7,-999,堡林
2018-07-23 09,204.375,28.4,-999,堡林
2018-07-23 10,204.416666666667,29.9,-999,堡林
2018-07-23 11,204.458333333333,32,-999,堡林
2018-07-23 12,204.5,32.2,-999,堡林
2018-07-23 13,204.541666666667,34.2,-999,堡林
2018-07-23 14,204.583333333333,33.2,-999,堡林
2018-07-23 15,204.625,34,-999,堡林
2018-07-23 16,204.666666666667,34.7,-999,堡林
2018-07-23 17,204.708333333333,32.9,-999,堡林
2018-07-23 18,204.75,32.3,-999,堡林
2018-07-23 19,204.791666666667,31.6,-999,堡林
2018-07-23 20,204.833333333333,30.3,-999,堡林
2018-07-23 21,204.875,29.5,-999,堡林
2018-07-23 22,204.916666666667,28.9,-999,堡林
2018-07-23 23,204.958333333333,28.4,-999,堡林
2018-07-24 00,205,28.4,-999,堡林
2018-07-24 01,205.041666666667,27.7,-999,堡林
2018-07-24 02,205.083333333333,27.2,-999,堡林
2018-07-24 03,205.125,26.9,-999,堡林
2018-07-24 04,205.166666666667,26.4,-999,堡林
2018-07-24 05,205.208333333333,26.7,-999,堡林
2018-07-24 06,205.25,26,-999,堡林
2018-07-24 07,205.291666666667,26.7,-999,堡林
2018-07-24 08,205.333333333333,29.2,-999,堡林
2018-07-24 09,205.375,30.4,-999,堡林
2018-07-24 10,205.416666666667,32,-999,堡林
2018-07-24 11,205.458333333333,31.1,-999,堡林
2018-07-24 12,205.5,33.9,-999,堡林
2018-07-24 13,205.541666666667,34.5,-999,堡林
2018-07-24 14,205.583333333333,34.2,-999,堡林
2018-07-24 15,205.625,35.5,-999,堡林
2018-07-24 16,205.666666666667,35,-999,堡林
2018-07-24 17,205.708333333333,33.7,-999,堡林
2018-07-24 18,205.75,33.4,-999,堡林
2018-07-24 19,205.791666666667,32.2,-999,堡林
2018-07-24 20,205.833333333333,30.6,-999,堡林
2018-07-24 21,205.875,29.7,-999,堡林
2018-07-24 22,205.916666666667,29.1,-999,堡林
2018-07-24 23,205.958333333333,28,-999,堡林
2018-07-25 00,206,28.1,-999,堡林
2018-07-25 01,206.041666666667,27.8,-999,堡林
2018-07-25 02,206.083333333333,27.5,-999,堡林
2018-07-25 03,206.125,27.5,-999,堡林
2018-07-25 04,206.166666666667,27.5,-999,堡林
2018-07-25 05,206.208333333333,27,-999,堡林
2018-07-25 06,206.25,27.2,-999,堡林
2018-07-25 07,206.291666666667,27.5,-999,堡林
2018-07-25 08,206.333333333333,28.6,-999,堡林
2018-07-25 09,206.375,29.8,-999,堡林
2018-07-25 10,206.416666666667,31.3,-999,堡林
2018-07-25 11,206.458333333333,32,-999,堡林
2018-07-25 12,206.5,32.7,-999,堡林
2018-07-25 13,206.541666666667,35,-999,堡林
2018-07-25 14,206.583333333333,34,-999,堡林
2018-07-25 15,206.625,34.1,-999,堡林
2018-07-25 16,206.666666666667,35.5,-999,堡林
2018-07-25 17,206.708333333333,33.5,-999,堡林
2018-07-25 18,206.75,32.3,-999,堡林
2018-07-25 19,206.791666666667,31.9,-999,堡林
2018-07-25 20,206.833333333333,30.7,-999,堡林
2018-07-25 21,206.875,30,-999,堡林
2018-07-25 22,206.916666666667,29.2,-999,堡林
2018-07-25 23,206.958333333333,28.4,-999,堡林
2018-07-26 00,207,27.6,-999,堡林
2018-07-26 01,207.041666666667,27.8,-999,堡林
2018-07-26 02,207.083333333333,27.3,-999,堡林
2018-07-26 03,207.125,27,-999,堡林
2018-07-26 04,207.166666666667,26.9,-999,堡林
2018-07-26 05,207.208333333333,26.1,-999,堡林
2018-07-26 06,207.25,26.2,-999,堡林
2018-07-26 07,207.291666666667,26.6,-999,堡林
2018-07-26 08,207.333333333333,28.2,-999,堡林
2018-07-26 09,207.375,29.8,-999,堡林
2018-07-26 10,207.416666666667,30.9,-999,堡林
2018-07-26 11,207.458333333333,32.2,-999,堡林
2018-07-26 12,207.5,33.2,-999,堡林
2018-07-26 13,207.541666666667,34.3,-999,堡林
2018-07-26 14,207.583333333333,36,-999,堡林
2018-07-26 15,207.625,35.1,-999,堡林
2018-07-26 16,207.666666666667,35.4,-999,堡林
2018-07-26 17,207.708333333333,35.4,-999,堡林
2018-07-26 18,207.75,33.8,-999,堡林
2018-07-26 19,207.791666666667,32.7,-999,堡林
2018-07-26 20,207.833333333333,31.4,-999,堡林
2018-07-26 21,207.875,30.3,-999,堡林
2018-07-26 22,207.916666666667,29.4,-999,堡林
2018-07-26 23,207.958333333333,28.8,-999,堡林
2018-07-27 00,208,28.1,-999,堡林
2018-07-27 01,208.041666666667,28,-999,堡林
2018-07-27 02,208.083333333333,27.5,-999,堡林
2018-07-27 03,208.125,27.3,-999,堡林
2018-07-27 04,208.166666666667,26.5,-999,堡林
2018-07-27 05,208.208333333333,26,-999,堡林
2018-07-27 06,208.25,26.1,-999,堡林
2018-07-27 07,208.291666666667,26.8,-999,堡林
2018-07-27 08,208.333333333333,28.3,-999,堡林
2018-07-27 09,208.375,29.8,-999,堡林
2018-07-27 10,208.416666666667,32.3,-999,堡林
2018-07-27 11,208.458333333333,33.2,-999,堡林
2018-07-27 12,208.5,33.9,-999,堡林
2018-07-27 13,208.541666666667,35.3,-999,堡林
2018-07-27 14,208.583333333333,36.4,-999,堡林
2018-07-27 15,208.625,37.8,-999,堡林
2018-07-27 16,208.666666666667,37.7,-999,堡林
2018-07-27 17,208.708333333333,36.3,-999,堡林
2018-07-27 18,208.75,34.6,-999,堡林
2018-07-27 19,208.791666666667,32.8,-999,堡林
2018-07-27 20,208.833333333333,31.1,-999,堡林
2018-07-27 21,208.875,30.4,-999,堡林
2018-07-27 22,208.916666666667,29.3,-999,堡林
2018-07-27 23,208.958333333333,28.8,-999,堡林
2018-07-28 00,209,28.1,-999,堡林
2018-07-28 01,209.041666666667,27.7,-999,堡林
2018-07-28 02,209.083333333333,27.5,-999,堡林
2018-07-28 03,209.125,27.2,-999,堡林
2018-07-28 04,209.166666666667,27.1,-999,堡林
2018-07-28 05,209.208333333333,26.6,-999,堡林
2018-07-28 06,209.25,26.7,-999,堡林
2018-07-28 07,209.291666666667,27,-999,堡林
2018-07-28 08,209.333333333333,28.9,-999,堡林
2018-07-28 09,209.375,29.7,-999,堡林
2018-07-28 10,209.416666666667,31.8,-999,堡林
2018-07-28 11,209.458333333333,33.7,-999,堡林
2018-07-28 12,209.5,34.6,-999,堡林
2018-07-28 13,209.541666666667,34.9,-999,堡林
2018-07-28 14,209.583333333333,36.4,-999,堡林
2018-07-28 15,209.625,36.3,-999,堡林
2018-07-28 16,209.666666666667,34.7,-999,堡林
2018-07-28 17,209.708333333333,33.6,-999,堡林
2018-07-28 18,209.75,31.3,-999,堡林
2018-07-28 19,209.791666666667,30.2,-999,堡林
2018-07-28 20,209.833333333333,29.7,-999,堡林
2018-07-28 21,209.875,29,-999,堡林
2018-07-28 22,209.916666666667,28.6,-999,堡林
2018-07-28 23,209.958333333333,28.5,-999,堡林
2018-07-29 00,210,28.5,-999,堡林
2018-07-29 01,210.041666666667,28,-999,堡林
2018-07-29 02,210.083333333333,27.5,-999,堡林
2018-07-29 03,210.125,27.6,-999,堡林
2018-07-29 04,210.166666666667,27,-999,堡林
2018-07-29 05,210.208333333333,27.2,-999,堡林
2018-07-29 06,210.25,26.7,-999,堡林
2018-07-29 07,210.291666666667,27.1,-999,堡林
2018-07-29 08,210.333333333333,28.8,-999,堡林
2018-07-29 09,210.375,30.3,-999,堡林
2018-07-29 10,210.416666666667,32.3,-999,堡林
2018-07-29 11,210.458333333333,33.9,-999,堡林
2018-07-29 12,210.5,34.4,-999,堡林
2018-07-29 13,210.541666666667,34.8,-999,堡林
2018-07-29 14,210.583333333333,36.4,-999,堡林
2018-07-29 15,210.625,35.6,-999,堡林
2018-07-29 16,210.666666666667,35.3,-999,堡林
2018-07-29 17,210.708333333333,35.6,-999,堡林
2018-07-29 18,210.75,34.7,-999,堡林
2018-07-29 19,210.791666666667,33.6,-999,堡林
2018-07-29 20,210.833333333333,32.6,-999,堡林
2018-07-29 21,210.875,31.6,-999,堡林
2018-07-29 22,210.916666666667,31.4,-999,堡林
2018-07-29 23,210.958333333333,31,-999,堡林
2018-07-30 00,211,29.9,-999,堡林
2018-07-30 01,211.041666666667,29.5,-999,堡林
2018-07-30 02,211.083333333333,28.9,-999,堡林
2018-07-30 03,211.125,28.5,-999,堡林
2018-07-30 04,211.166666666667,27.9,-999,堡林
2018-07-30 05,211.208333333333,27.8,-999,堡林
2018-07-30 06,211.25,27.7,-999,堡林
2018-07-30 07,211.291666666667,28.2,-999,堡林
2018-07-30 08,211.333333333333,29.6,-999,堡林
2018-07-30 09,211.375,29.7,-999,堡林
2018-07-30 10,211.416666666667,30.2,-999,堡林
2018-07-30 11,211.458333333333,31.4,-999,堡林
2018-07-30 12,211.5,32.6,-999,堡林
2018-07-30 13,211.541666666667,33.1,-999,堡林
2018-07-30 14,211.583333333333,32.4,-999,堡林
2018-07-30 15,211.625,35.3,-999,堡林
2018-07-30 16,211.666666666667,33.3,-999,堡林
2018-07-30 17,211.708333333333,34.4,-999,堡林
2018-07-30 18,211.75,32,-999,堡林
2018-07-30 19,211.791666666667,32.5,-999,堡林
2018-07-30 20,211.833333333333,28.3,-999,堡林
2018-07-30 21,211.875,28.4,-999,堡林
2018-07-30 22,211.916666666667,28.8,-999,堡林
2018-07-30 23,211.958333333333,28.5,-999,堡林
2018-07-31 00,212,28.1,-999,堡林
2018-07-31 01,212.041666666667,27.9,-999,堡林
2018-07-31 02,212.083333333333,27.5,-999,堡林
2018-07-31 03,212.125,27.3,-999,堡林
2018-07-31 04,212.166666666667,27.2,-999,堡林
2018-07-31 05,212.208333333333,26.9,-999,堡林
2018-07-31 06,212.25,26.1,-999,堡林
2018-07-31 07,212.291666666667,26.4,-999,堡林
2018-07-31 08,212.333333333333,28.4,-999,堡林
2018-07-31 09,212.375,30.2,-999,堡林
2018-07-31 10,212.416666666667,31.7,-999,堡林
2018-07-31 11,212.458333333333,33.1,-999,堡林
2018-07-31 12,212.5,34.6,-999,堡林
2018-07-31 13,212.541666666667,35.1,-999,堡林
2018-07-31 14,212.583333333333,33.7,-999,堡林
2018-07-31 15,212.625,36.3,-999,堡林
2018-07-31 16,212.666666666667,35.4,-999,堡林
2018-07-31 17,212.708333333333,33.9,-999,堡林
2018-07-31 18,212.75,33.5,-999,堡林
2018-07-31 19,212.791666666667,33.1,-999,堡林
2018-07-31 20,212.833333333333,32.2,-999,堡林
2018-07-31 21,212.875,30.9,-999,堡林
2018-07-31 22,212.916666666667,29.9,-999,堡林
2018-07-31 23,212.958333333333,29.4,-999,堡林
2018-08-01 00,213,29.1,-999,堡林
2018-08-01 01,213.041666666667,28.6,-999,堡林
2018-08-01 02,213.083333333333,28.1,-999,堡林
2018-08-01 03,213.125,27.7,-999,堡林
2018-08-01 04,213.166666666667,27.4,-999,堡林
2018-08-01 05,213.208333333333,26.9,-999,堡林
2018-08-01 06,213.25,26.2,-999,堡林
2018-08-01 07,213.291666666667,27,-999,堡林
2018-08-01 08,213.333333333333,28.7,-999,堡林
2018-08-01 09,213.375,31.3,-999,堡林
2018-08-01 10,213.416666666667,32.9,-999,堡林
2018-08-01 11,213.458333333333,34.8,-999,堡林
2018-08-01 12,213.5,35.4,-999,堡林
2018-08-01 13,213.541666666667,37.1,-999,堡林
2018-08-01 14,213.583333333333,36.8,-999,堡林
2018-08-01 15,213.625,36.1,-999,堡林
2018-08-01 16,213.666666666667,37.2,-999,堡林
2018-08-01 17,213.708333333333,36.2,-999,堡林
2018-08-01 18,213.75,35,-999,堡林
2018-08-01 19,213.791666666667,34.1,-999,堡林
2018-08-01 20,213.833333333333,32.1,-999,堡林
2018-08-01 21,213.875,30.6,-999,堡林
2018-08-01 22,213.916666666667,30,-999,堡林
2018-08-01 23,213.958333333333,29.7,-999,堡林
2018-08-02 00,214,29.6,-999,堡林
2018-08-02 01,214.041666666667,29.2,-999,堡林
2018-08-02 02,214.083333333333,28.9,-999,堡林
2018-08-02 03,214.125,28.5,-999,堡林
2018-08-02 04,214.166666666667,28.3,-999,堡林
2018-08-02 05,214.208333333333,27.7,-999,堡林
2018-08-02 06,214.25,27.5,-999,堡林
2018-08-02 07,214.291666666667,28.1,-999,堡林
2018-08-02 08,214.333333333333,29.4,-999,堡林
2018-08-02 09,214.375,31.3,-999,堡林
2018-08-02 10,214.416666666667,33.9,-999,堡林
2018-08-02 11,214.458333333333,35.1,-999,堡林
2018-08-02 12,214.5,35.9,-999,堡林
2018-08-02 13,214.541666666667,37.3,-999,堡林
2018-08-02 14,214.583333333333,37,-999,堡林
2018-08-02 15,214.625,36.3,-999,堡林
2018-08-02 16,214.666666666667,36.7,-999,堡林
2018-08-02 17,214.708333333333,36.1,-999,堡林
2018-08-02 18,214.75,34.8,-999,堡林
2018-08-02 19,214.791666666667,33.4,-999,堡林
2018-08-02 20,214.833333333333,32.3,-999,堡林
2018-08-02 21,214.875,31.6,-999,堡林
2018-08-02 22,214.916666666667,31.3,-999,堡林
2018-08-02 23,214.958333333333,30.4,-999,堡林
2018-08-03 00,215,30.1,-999,堡林
2018-08-03 01,215.041666666667,29.3,-999,堡林
2018-08-03 02,215.083333333333,29,-999,堡林
2018-08-03 03,215.125,28.9,-999,堡林
2018-08-03 04,215.166666666667,28.4,-999,堡林
2018-08-03 05,215.208333333333,28,-999,堡林
2018-08-03 06,215.25,27.6,-999,堡林
2018-08-03 07,215.291666666667,28.3,-999,堡林
2018-08-03 08,215.333333333333,30.2,-999,堡林
2018-08-03 09,215.375,30,-999,堡林
2018-08-03 10,215.416666666667,31.3,-999,堡林
2018-08-03 11,215.458333333333,33,-999,堡林
2018-08-03 12,215.5,32.7,-999,堡林
2018-08-03 13,215.541666666667,34.5,-999,堡林
2018-08-03 14,215.583333333333,33.6,-999,堡林
2018-08-03 15,215.625,33.4,-999,堡林
2018-08-03 16,215.666666666667,34.4,-999,堡林
2018-08-03 17,215.708333333333,33,-999,堡林
2018-08-03 18,215.75,32,-999,堡林
2018-08-03 19,215.791666666667,30.8,-999,堡林
2018-08-03 20,215.833333333333,29.7,-999,堡林
2018-08-03 21,215.875,29.4,-999,堡林
2018-08-03 22,215.916666666667,29.2,-999,堡林
2018-08-03 23,215.958333333333,28.8,-999,堡林
